"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2G6S79P3","journalArticle","2022","Kim, Youngbeom; Song, Jingyo; Seo, Seog Chung","Accelerating Falcon on ARMv8","IEEE Access","","2169-3536","10.1109/ACCESS.2022.3169784","https://ieeexplore.ieee.org/document/9762260/","Falcon is one of the promising digital-signature algorithms in NIST’s ongoing Post-Quantum Cryptography (PQC) standardization finalist. Computational efficiency regarding software and hardware is also the main criteria for PQC standardization. In this paper, we present an efficient Falcon software implementation on ARMv8 environment. Until now, most of the software optimization on PQC algorithms have been conducted on 32-bit ARM (Cortex-M4) and typical CPUs (Intel and AMD CPUs). However, ARMv8 including Cortex-A30, 50, and 70 series have been widely used for various IoT (Internet of Things) applications, Edge computing devices, and OBUs (On Board Units) in autonomous driving cars. For optimizing the performance of Falcon, we take full advantage of NEON engine which is a kind of parallel processing unit in ARMv8 MCU. The main computation in Falcon belongs to polynomial multiplications in Complex number domain and Integer domain. Typically, FFT (Fast Fourier Transformation)-based multiplication method and NTT (Number Theoriteic Transform)-based multiplication method have been widely used for efficient polynomial multiplications in Complex number domain and Integer domain, respectively. Thus, in order to enhance the overall performance of Falcon, we improve the FFT-based multiplication method and NTT-based multiplication method by utilizing NEON engine in ARMv8. Specifically, we parallelize the overall process (FFT/NTT transformation, pointwise multiplication, and inverse FFT/NTT transformation) of FFT-based polynomial multiplication method and NTT-based polynomial multiplication method with strategically utilizing the NEON engine and vector instructions. Furthermore, we minimize the number of redundant memory accesses during FFT/NTT-based polynomial multiplication by making the most of available registers in NEON engine. Through the proposed parallel FFT/NTT-based polynomial multiplications, the proposed Falcon software provides 15.1% (resp. 18.1%), 16.5% (resp. 17.1%), and 65.4% (resp. 69.4%) of performance improvement in keypair generation, signing, and verification at security level 1 (resp. 5) compared with the reference Falcon implementation submitted to the final round of NIST PQC competition. Furthermore, as far as we know, this is the first optimized implementation of Falcon on ARMv8 environment.","2022","2026-04-09 14:40:27","2026-05-03 09:35:43","2026-04-09 14:39:33","44446-44460","","","10","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 48</p>; <p>Export Date: 02 May 2026; Cited By: 48; Correspondence Address: S.C. Seo; Kookmin University, Department of Financial Information Security, Seoul, 02707, South Korea; email: scseo@kookmin.ac.kr</p>; <p>Export Date: 02 May 2026; Cited By: 48; Correspondence Address: S.C. Seo; Kookmin University, Department of Financial Information Security, Seoul, 02707, South Korea; email: scseo@kookmin.ac.kr</p>","/Users/mac/Zotero/storage/2ZCMDRI5/Kim et al. - 2022 - Accelerating Falcon on ARMv8.pdf","","Falcon; Post quantum cryptography; Standardization; Performance; Cryptography; Internet of Things; Internet of things; Fast Fourier transforms; Polynomials; Computational efficiency; ARM/NEON processor; ARMv8; Engines; Fast Fourier transformations; Inverse problems; memory optimization; Memory optimization; NIST post-quantum cryptography signature; NIST PQC signature; parallel implementation; Parallel implementations; Polynomial multiplication; Program processors; Transformation based","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXQCTJPY","journalArticle","2022","Sarker, Ausmita; Mozaffari Kermani, Mehran; Azarderakhsh, Reza","Efficient Error Detection Architectures for Postquantum Signature Falcon’s Sampler and KEM SABER","IEEE Transactions on Very Large Scale Integration (VLSI) Systems","","1557-9999","10.1109/TVLSI.2022.3156479","https://ieeexplore.ieee.org/document/9736448/","Among the National Institute for Standards and Technology (NIST) postquantum cryptography (PQC) standardization Round 3 finalists (announced in 2020 and anticipated to conclude in 2022–2024), SABER and Falcon are efficient key encapsulation mechanism (KEM) and compact signature scheme, respectively. SABER is a simple and flexible cryptographic scheme, highly suitable for thwarting potential attacks in the postquantum era. Implementing SABER can be performed solely in hardware (HW) or on HW/software coprocessors. On the other hand, the compact key size, efficient design, and strong reliability proof in the quantum random oracle model (QROM) make Falcon a highly suitable signature algorithm for PQC. Although Falcon is crucial as a PQC signature scheme, the utilization of the Gaussian sampler makes it vulnerable to malicious attacks, e.g., fault attacks. This is the first work to present error detection schemes embedded efficiently in SABER as well as Falcon’s sampler architectures, which can detect both transient and permanent faults. Moreover, we implement HW design for the ModFalcon signature algorithm as well as the Gaussian sampler. These schemes are implemented on a formerly Xilinx field-programmable gate array (FPGA) family, for both SABER and Falcon variants, where we assess the error coverage and the performance. The proposed schemes incur low overhead (the area, delay, and power overheads being 22.59%, 19.77%, and 10.67%, respectively, in the worst case) while providing a high fault detection rate (99.9975% in the worst case scenario), making them suitable for high efficiency and compact HW implementations of constrained applications.","2022-06","2026-04-09 14:40:27","2026-05-03 10:23:45","2026-04-09 14:39:48","794-802","","6","30","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 39</p>; <p>Export Date: 02 May 2026; Cited By: 39; Correspondence Address: M. Mozaffari Kermani; University of South Florida, Department of Computer Science and Engineering, Tampa, 33620, United States; email: mehran2@usf.edu; CODEN: IEVSE</p>; <p>Export Date: 02 May 2026; Cited By: 39; Correspondence Address: M. Mozaffari Kermani; University of South Florida, Department of Computer Science and Engineering, Tampa, 33620, United States; email: mehran2@usf.edu; CODEN: IEVSE</p>; <p>Export Date: 02 May 2026; Cited By: 39; Correspondence Address: M. Mozaffari Kermani; University of South Florida, Department of Computer Science and Engineering, Tampa, 33620, United States; email: mehran2@usf.edu; CODEN: IEVSE</p>","/Users/mac/Zotero/storage/GYHK7XM7/Sarker et al. - 2022 - Efficient Error Detection Architectures for Postquantum Signature Falcon’s Sampler and KEM SABER.pdf","","Authentication; Network security; Post quantum cryptography; Quantum cryptography; Lattice; Side channel attack; Field programmable gate arrays (FPGA); Integrated circuit design; Key encapsulation mechanisms; Public key cryptography; Field-programmable gate array; Learning with Errors; Computer architecture; Timing circuits; Fault detection; Circuit faults; Error detection; Field-programmable gate array (FPGA); Key encapsulation mechanism; key encapsulation mechanisms (KEM); Learning with error; learning with errors (LWEs); Learning with rounding; learning with rounding (LWR); Logic gates; National institute for standards and technologies; Postquantum cryptography; postquantum cryptography (PQC); Quantum random oracle model .; quantum random oracle model (QROM); Random Oracle model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ID65M56D","conferencePaper","2026","Ramapragada, Krishna Sai Tarun; Banerjee, Utsav","A 0.05mm2 1.19-to-7.34mW SQIsign-1D Isogeny-Based Post-Quantum Signature Verification Accelerator for IoT","2026 IEEE International Solid-State Circuits Conference (ISSCC)","","2376-8606","10.1109/ISSCC49663.2026.11408981","https://ieeexplore.ieee.org/document/11408981/","This work presents a 0.05 \textmm^2 and 1.19 -to- 7.34 mW hardware accelerator for the isogeny-based NIST post-quantum digital signature candidate SQIsign. Our Montgomery multiplier design enables 2 \times speedup and energy savings, and efficient memory organization provides 31% area savings. We demonstrate SQIsign-1D uncompressed signature verification in a small form factor for IoT applications with order of magnitude improvement in performance and energy-efficiency compared to assembly-optimized software.","2026-02","2026-04-09 16:30:08","2026-05-03 09:33:40","2026-04-09 16:29:43","432-434","","","69","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2376-8606","<p>Export Date: 02 May 2026; Cited By: 0; CODEN: DTPCD</p>","/Users/mac/Zotero/storage/DVW9D3LJ/Ramapragada and Banerjee - 2026 - A 0.05mm2 1.19-to-7.34mW SQIsign-1D Isogeny-Based Post-Quantum Signature Verification Accelerator fo.pdf","","Post quantum; Quantum signature; Energy efficiency; Multiplier design; Quantum digital signatures; Energy efficient; Application programs; Hardware accelerators; Signature verification; Verification; Energy  savings; Energy-savings; Montgomery multipliers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026 IEEE International Solid-State Circuits Conference (ISSCC)","","","","","","","","","","","","","","",""
"XAYSTZZU","conferencePaper","2018","Güneysu, Tim; Krausz, Markus; Oder, Tobias; Speith, Julian","Evaluation of Lattice-Based Signature Schemes in Embedded Systems","2018 25th IEEE International Conference on Electronics, Circuits and Systems (ICECS)","","","10.1109/ICECS.2018.8617969","https://ieeexplore.ieee.org/document/8617969/","Lattice-based cryptography is a promising candidate and remedy in public-key cryptography in case quantum computers become feasible or a major breakthrough in solving the factorization problem or the discrete logarithm problem is achieved. Due to ongoing research in this field, many schemes still lack implementations that examine their practicability, especially for embedded systems. In this work we discuss the potential of lattice-based signature schemes for practical applications on constrained devices in a post-quantum era. We focus on the schemes GLP, BLISS, and Dilithium and discuss their unique properties as well as challenges regarding their implementation on embedded devices. In this regard we present and review optimized implementations of these schemes for ARM Cortex-M4 microcontrollers to evaluate the practical performance of the schemes.","2018-12","2026-04-09 16:30:08","2026-05-03 10:07:05","2026-04-09 16:29:45","385-388","","","","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 23</p>","/Users/mac/Zotero/storage/JUQVN566/Güneysu et al. - 2018 - Evaluation of Lattice-Based Signature Schemes in Embedded Systems.pdf","","Authentication; Quantum computers; Quantum cryptography; Lattice-based; Microcontrollers; Signature Scheme; Lattice; Post quantum; Lattice-based cryptography; Public key cryptography; Constrained devices; Embedded systems; Embedded-system; Quanta computers; Signature; microcontroller; dilithium; Discrete logarithms problems; lattices; signatures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018 25th IEEE International Conference on Electronics, Circuits and Systems (ICECS)","","","","","","","","","","","","","","",""
"FD9YRTN4","conferencePaper","2021","Berthet, Quentin; Upegui, Andres; Gantel, Laurent; Duc, Alexandre; Traverso, Giulia","An Area-Efficient SPHINCS+ Post-Quantum Signature Coprocessor","2021 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)","","","10.1109/IPDPSW52791.2021.00034","https://ieeexplore.ieee.org/document/9460703/","The significant advances in the area of quantum computing of the past decade leave no doubt about the fact that quantum computers are an actual threat to cryptography. For this reason, a lot of efforts have been made lately in designing so-called post-quantum cryptographic primitives. The adoption of these schemes depends on the future capability of post-quantum cryptographic schemes to offer performances and functionalities similar to their classical counterparts. In particular, a milestone towards standardization is the implementation on FPGA of cryptographic primitives which leads to an efficient execution. We contribute in this respect by providing an area-efficient FPGA implementation of SPHINCS+, a post-quantum signature scheme which guarantees very high security, allowing its deployment into embedded systems such as hardware security modules, IoT devices or nanosatellites.","2021-06","2026-04-09 16:30:08","2026-05-03 09:38:04","2026-04-09 16:29:48","180-187","","","","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 37</p>","/Users/mac/Zotero/storage/5PCGQ7ES/Berthet et al. - 2021 - An Area-Efficient SPHINCS+ Post-Quantum Signature Coprocessor.pdf","","Hardware security; post-quantum cryptography; Quantum computers; Quantum Computing; SPHINCS+; Post quantum; Field programmable gate arrays (FPGA); FPGA; Cryptography; Embedded systems; FPGA implementations; Coprocessor; Nanosatellites; Cryptographic primitives; Area-Efficient; Classical counterpart; Cryptographic schemes; hash-based signature schemes; High securities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)","","","","","","","","","","","","","","",""
"UUQE6R66","journalArticle","2025","Kwon, Jihoon; Lee, Sangyub; Lee, Byeonghak; Seo, Hwajeong; Cho, Jihoon","Efficient Implementations of AIMer Post-Quantum Signature Scheme for Low-End to High-End IoT Devices","IEEE Internet of Things Journal","","2327-4662","10.1109/JIOT.2025.3597415","https://ieeexplore.ieee.org/document/11121920/","Post-quantum cryptography (PQC) is becoming increasingly critical for securing Internet of Things (IoT) applications against potential threats posed by quantum computers. However, cryptographic schemes based on mathematically hard problems, such as lattice-based constructions, may face reduced security margins due to ongoing cryptanalytic advancements. In IoT use cases requiring long-term deployment without guaranteed secure updates, symmetric-based signature schemes, such as \mathsf SPHINCS+ , whose security relies solely on symmetric primitives, are considered robust alternatives. Among these, \textsf AIMer , selected as a finalist in the KpqC competition, is emerging as a promising candidate. This article presents optimized software implementations of \textsf AIMer for various IoT platforms, ranging from low-end to high-end devices. We propose memory-optimized and time–memory tradeoff implementations for resource-constrained ARM Cortex-M4 devices, and single instruction multiple data (SIMD)-accelerated implementations for AArch64 and AVX2 architectures. Furthermore, we conduct a comprehensive performance evaluation comparing our optimized implementations with other PQC signature schemes. Our results show that \textsf AIMer achieves significantly smaller signature sizes and faster key generation and signing compared to \mathsf SPHINCS+ across all security levels, making it a viable option for long-term IoT deployment.","2025-11","2026-04-09 16:30:08","2026-05-03 10:17:56","2026-04-09 16:29:50","46817-46837","","22","12","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 0; Correspondence Address: H. Seo; Hansung University, Department of IT Convergence Engineering, Seoul, 02876, South Korea; email: hwajeong84@gmail.com</p>","/Users/mac/Zotero/storage/MDC9TYFK/Kwon et al. - 2025 - Efficient Implementations of AIMer Post-Quantum Signature Scheme for Low-End to High-End IoT Devices.pdf","","Authentication; Network security; Post quantum cryptography; Quantum computers; Quantum cryptography; Signature Scheme; Electronic document identification systems; Cost effectiveness; digital signature; Memory architecture; Internet of Things (IoT) security; Economic and social effects; post-quantum cryptography (PQC); Cortex-m4; Cortex-M4; Cortexes; Implementation; implementation; AVX2; Internet of thing security; Aarch64; AArch64; Constrained optimization; Korean PQC (KpqC); Kpqc; Symmetrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QLKJWL2","conferencePaper","2021","Pokorný, David; Socha, Petr; Novotný, Martin","Side-channel attack on Rainbow post-quantum signature","2021 Design, Automation & Test in Europe Conference & Exhibition (DATE)","","1558-1101","10.23919/DATE51398.2021.9474157","https://ieeexplore.ieee.org/document/9474157/","Rainbow, a layered multivariate quadratic digital signature, is a candidate for standardization in a competition-like process organized by NIST. In this paper, we present a CPA side-channel attack on the submitted 32-bit reference implementation. We evaluate the attack on an STM32F3 ARM microcontroller, successfully revealing the full private key. Furthermore, we propose a simple masking scheme with minimum overhead.","2021-02","2026-04-09 16:30:08","2026-05-03 10:20:40","2026-04-09 16:29:51","565-568","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 1558-1101","<p>Export Date: 02 May 2026; Cited By: 10</p>","/Users/mac/Zotero/storage/3EBB5C96/Pokorný et al. - 2021 - Side-channel attack on Rainbow post-quantum signature.pdf","","post-quantum cryptography; Post quantum; Side channel attack; digital signature; Reference implementation; Masking schemes; ARM microcontrollers; embedded systems; multivariate quadratic; Multivariate quadratics; Private key; side-channel analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 Design, Automation & Test in Europe Conference & Exhibition (DATE)","","","","","","","","","","","","","","",""
"A8VYPVDP","conferencePaper","2025","Zhu, Shuhang; Wu, Liji; Li, Lei; Yang, Yifan; Zhang, Xiangmin","Design and FPGA Implementation of a NTT Hardware Accelerator for PQC ML-DSA","2025 10th International Conference on Integrated Circuits and Microsystems (ICICM)","","","10.1109/ICICM66614.2025.11315992","https://ieeexplore.ieee.org/document/11315992/","In this paper, we present a high - performance, resource - efficient hardware architecture for the 256-point Number Theoretic Transform (NTT) core tailored to the CRYSTALS-Dilithium post-quantum signature scheme. Our design introduces three key innovations: (1) a Barrett modular reduction unit that replaces conventional subtraction-based reduction with precomputed constants, achieving a 42% reduction in critical-path delay; (2) a dynamic, algorithmic address resolver that eliminates lookup tables and reduces LUT usage by \mathbf1 5. 2 %; and (3) a quad-butterfly pipeline comprising four parallel configurable butterfly units that support both Cooley-Tukey and Gentleman-Sande modes, enabling a fourfold increase in per-cycle throughput. Implemented on FPGA with modulus q=8,380,417, the proposed NTT core consumes only \mathbf1, 0 3 3 slices (\mathbf3 9. 3 % fewer) and 3,189 LUTs (44.1% fewer) compared to state-of-the-art designs, at a modest cost of 28 DSPs and 8 BRAMs. Functional simulation over 512 test points confirms 100% correctness (\mathbfR^\mathbf2=\mathbf1. 0) across the full coefficient range. The architecture thus offers an attractive balance between throughput, resource utilization, and implementation simplicity, providing a practical foundation for lattice-based cryptosystems on resource constrained platforms.","2025-10","2026-04-09 16:30:08","2026-05-03 10:38:55","2026-04-09 16:29:53","86-91","","","","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 0; Correspondence Address: L. Li; Heilongjiang University, Electronic Engineering College, Harbin, China; email: lileidtk@hlju.edu.cn; L. Wu; Tsinghua University, School of Integrated Circuit, Beijing, China; email: lijiwu@mail.tsinghua.edu.cn</p>","/Users/mac/Zotero/storage/KJTNGDB2/Zhu et al. - 2025 - Design and FPGA Implementation of a NTT Hardware Accelerator for PQC ML-DSA.pdf","","% reductions; Computer hardware; Design implementation; Field programmable gate arrays (FPGA); FPGA implementations; FPGAs implementation; Hardware accelerators; Hardware design; Integrated circuit design; NTT; Number theory; Number-theoretic transforms; Performance; Post quantum cryptography; Post Quantum Cryptography(PQC); Quantum cryptography; Quantum theory; Resource-efficient; Simulation platform; Table lookup","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 10th International Conference on Integrated Circuits and Microsystems (ICICM)","","","","","","","","","","","","","","",""
"CBWK9I4Z","journalArticle","2022","Taheri, Farhad; Bayat-Sarmadi, Siavash; Ebrahimi, Shahriar","Efficient Hardware Implementations of Legendre Symbol Suitable for MPC Applications","IEEE Transactions on Circuits and Systems I: Regular Papers","","1558-0806","10.1109/TCSI.2021.3132770","https://ieeexplore.ieee.org/document/9653145/","Multi-party computation (MPC) allows each peer to take part in the execution of a common function with their private share of data without the need to expose it to other participants. The Legendre symbol is a pseudo-random function (PRF) that is suitable for MPC protocols due to their efficient evaluation process compared to other symmetric primitives. Recently, Legendre-based PRFs have also been employed in the construction of a post-quantum signature scheme, namely LegRoast. In this paper, we propose, to the best of our knowledge, the first hardware implementations for the Legendre symbol by three approaches: 1) low-area, 2) high-speed, and 3) high-frequency. The high-speed architecture outperforms state-of-the-art software implementations, which run on Intel’s Core-i5. Our evaluation results on FPGA show that this architecture reduces the Legendre calculation time by 2.56\times compared to software implementations on Core-i5. On the other hand, the low-area architecture consumes only 5489 slices on the Artix-7 FPGA and is suitable for resource-constrained devices. Moreover, our ASIC implementation results indicate that the low-area architecture consumes 97.56K gates to implement and requires 4.01 mW to operate on 50 MHz. The high-frequency architecture increases the frequency by 1.72\times over the high-speed architecture and achieves 200 MHz frequency on FPGA.","2022-03","2026-04-09 16:30:08","2026-05-03 10:19:59","2026-04-09 16:29:55","1231-1239","","3","69","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 2; Correspondence Address: S. Bayat-Sarmadi; Department of Computer Engineering, Sharif University of Technology, Tehran, 14588-89694, Iran; email: sbayat@sharif.edu</p>","/Users/mac/Zotero/storage/8I9JY2HE/Taheri et al. - 2022 - Efficient Hardware Implementations of Legendre Symbol Suitable for MPC Applications.pdf","","Authentication; Post quantum cryptography; Electronic document identification systems; Post-quantum cryptography; Field programmable gate arrays (FPGA); Digital signatures; Integrated circuit design; Hardware; Computer hardware; Cryptography; Application specific integrated circuits; Computer architecture; Multiparty computation; Low area; Function evaluation; ASIC design; FPGA and ASIC design; FPGA and ASIC design.; FPGA design; FPGAs and ASICs; Legendre; Legendre symbol; MPC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLTBUMMW","conferencePaper","2024","Aulbach, Thomas; Marzougui, Soundes; Seifert, Jean-Pierre; Ulitzsch, Vincent Quentin","MAYo or MAY-not: Exploring Implementation Security of the Post-Quantum Signature Scheme MAYO Against Physical Attacks","2024 Workshop on Fault Detection and Tolerance in Cryptography (FDTC)","","2995-0252","10.1109/FDTC64268.2024.00012","https://ieeexplore.ieee.org/document/10737868/","MAYO is a multivariate signature scheme notable for its efficiency and compact key size. Targeting NIST security level I, MAYO features a public key size of 1168 bytes and a signature size of 321 bytes, making it more compact than leading lattice-based signature schemes like Falcon and Dilithium, thereby easing integration into embedded systems. With the deployment of MAYO in embedded systems, studying the resilience of MAYO implementations against fault injection attacks is of increasing importance. In this paper, we investigate the security of MAYO against fault injection attacks, and present the first end-to-end fault injection attack on the multivariate scheme. The attack introduces a loop-abort fault in the sampling of the vinegar vector. We present two variants: A zero-ing attack, in which the skipped sampling results in an all-zero vinegar vector, and a differential fault attack. In both variants, the faulted signature reveals an oil vector, allowing for full key recovery through techniques borrowed from the reconciliation attack in a few seconds.","2024-09","2026-04-09 16:30:08","2026-05-03 10:06:48","2026-04-09 16:29:57","28-33","","","","","","MAYo or MAY-not","","","","","","","","","","","","IEEE Xplore","","ISSN: 2995-0252","<p>Export Date: 02 May 2026; Cited By: 5</p>; <p>Export Date: 02 May 2026; Cited By: 5; Correspondence Address: T. Aulbach; University of Regensburg, Germany; email: thomas.aulbach@ur.de</p>","/Users/mac/Zotero/storage/XMJCKY83/Aulbach et al. - 2024 - MAYo or MAY-not Exploring Implementation Security of the Post-Quantum Signature Scheme MAYO Against.pdf","","Authentication; Network security; Post quantum cryptography; post-quantum cryptography; Quantum cryptography; Signature Scheme; Post quantum; Quantum signature; Public key cryptography; Embedded-system; Vectors; Fault injection; Fault injection attacks; fault-injection; Key sizes; MAYO; multivariate schemes; Multivariate schemes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 Workshop on Fault Detection and Tolerance in Cryptography (FDTC)","","","","","","","","","","","","","","",""
