"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YMP22BZ6","conferencePaper","2025","Ortega, Alexandre; Bossuet, Lilian; Colombier, Brice","Low-Latency FFT/iFFT RTL Implementation for the FALCON Post-Quantum Signature Algorithm","2025 IEEE 33rd Annual International Symposium on Field-Programmable Custom Computing Machines (FCCM)","","2576-2621","10.1109/FCCM62733.2025.00067","https://ieeexplore.ieee.org/document/11008987","FALCON is one of the three post-quantum digital signature schemes that have been recently standardized by NIST due to the future threat that quantum computers pose to classical cryptographic schemes. Despite this, there is currently no full hardware register-transfer level (RTL) implementation of FALCON. One possible explanation is the rather unusual requirement for a double-precision floating-point Fast Fourier Transform (FFT), which is used in FALCON to speed up polynomial multiplication. In this article, we describe a full RTL implementation of the FFT and its inverse, on FPGA, tailored for the specific context of FALCON. Fitting in this specific cryptographic context, the implementation is also constant-time. The proposed hardware implementation achieves the best latency of the literature. This work paves the way for the first complete fine-tuned RTL implementation of FALCON as well as the security evaluation of such implementations against physical attacks.","2025-05","2026-04-09 11:49:03","2026-05-03 10:22:50","2026-04-09 11:49:03","288-288","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2576-2621","<p>Export Date: 02 May 2026; Cited By: 0</p>; <p>Export Date: 02 May 2026; Cited By: 0</p>","/Users/mac/Zotero/storage/PGHYXPYB/Ortega et al. - 2025 - Low-Latency FFTiFFT RTL Implementation for the FALCON Post-Quantum Signature Algorithm.pdf; /Users/mac/Zotero/storage/QX6CJECQ/Ortega et al. - 2025 - Low-Latency FFTiFFT RTL Implementation for the FALCON Post-Quantum Signature Algorithm.pdf; /Users/mac/Zotero/storage/QQV8ABR4/Ortega et al. - 2025 - Low-Latency FFTiFFT RTL Implementation for the FALCON Post-Quantum Signature Algorithm.pdf; /Users/mac/Zotero/storage/NL3FKZXW/11008987.html","","Authentication; Falcon; Hardware security; Network security; Post quantum cryptography; post-quantum cryptography; Quantum computers; Quantum cryptography; Quantum theory; Fast fourier; Post quantum; Quantum signature; falcon; Field programmable gate arrays (FPGA); Digital arithmetic; Hardware; Computer hardware; Fast Fourier transforms; Low latency; Implementation; Register-transfer level; fast fourier transform; fpga; Fpgum; hardware; implementation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 33rd Annual International Symposium on Field-Programmable Custom Computing Machines (FCCM)","","","","","","","","","","","","","","",""
"2745LWGG","conferencePaper","2024","Karabulut, Emre; Aysu, Aydin","A Hardware-Software Co-Design for the Discrete Gaussian Sampling of FALCON Digital Signature","2024 IEEE International Symposium on Hardware Oriented Security and Trust (HOST)","","2765-8406","10.1109/HOST55342.2024.10545399","https://ieeexplore.ieee.org/document/10545399/","Sampling random values from a discrete Gaussian distribution with high precision is a major and computationally-intensive operation of emerging and existing cryptographic standards. FALCON is one such algorithm that the National Institute of Standards and Technology chose to standardize as a next-generation, quantum-secure digital signature algorithm. The discrete Gaussian sampling of FALCON has both flexibility and efficiency needs–it constitutes 72% of total signature generation in reference software and requires sampling from a variable mean and standard deviation. Unfortunately, there are no prior works on accelerating this complete sampling procedure. In this paper, we propose a hardware-software co-design for accelerating FALCON's discrete Gaussian sampling subroutine. The proposed solution handles the flexible computations for setting the variable parameters in software and executes core operations with low latency, parameterized, and custom hardware. The hardware parameterization allows trading off area vs. performance. On a Xilinx SoC FPGA Architecture, the results show that compared to the reference software, our solution can accelerate the sampling up to 56.05× and the full signature scheme by 1.67×. Moreover, we quantified that our optimized multiplier circuits can improve the throughput over a straightforward implementation by 2.87×.","2024-05","2026-04-09 11:56:23","2026-05-03 09:34:25","2026-04-09 11:56:21","90-100","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2765-8406","<p>Export Date: 02 May 2026; Cited By: 13</p>; <p>Export Date: 02 May 2026; Cited By: 13</p>","/Users/mac/Zotero/storage/SWQE6JJP/Karabulut and Aysu - 2024 - A Hardware-Software Co-Design for the Discrete Gaussian Sampling of FALCON Digital Signature.pdf","","Authentication; Hardware security; Post quantum cryptography; post-quantum cryptography; Quantum cryptography; Field programmable gate arrays (FPGA); FPGA; Hardware/software codesign; Integrated circuit design; National Institute of Standards and Technology; Gaussians; Hardware-software codesign; System-on-chip; Software design; Gaussian distribution; Secure digital; Discrete gaussian sampling; CryptoGraphics; discrete Gaussian sampling; digital signatures; hardware-software co-design; High-precision; Random values; Reference software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Symposium on Hardware Oriented Security and Trust (HOST)","","","","","","","","","","","","","","",""
"HNILMURI","conferencePaper","2025","He, Long; Hu, Hongran; Cao, Zihuan","A Low-Latency Key Generation Accelerator Based on the Falcon Algorithm","2025 4th International Conference on Electronic Information Technology (EIT)","","","10.1109/EIT67313.2025.11231850","https://ieeexplore.ieee.org/document/11231850/","The rapid advancement of quantum computing critically threatens traditional public-key cryptosystems, urgently requiring practical deployment of Post-Quantum Cryptography (PQC). This work addresses the latency challenge in key generation for the National Institute of Standards and Technology (NIST)-standardized Falcon algorithm by proposing a pure hardware-based accelerator architecture. The architecture optimizes three components: double-precision floating-point FFT/IFFT, and discrete Gaussian sampling. Through pipelined parallelism and reconfigurable butterfly units, 1024-point FFT/IFFT transformations are completed in 780 cycles (23.2% latency reduction). A parallel padding strategy and rapid screening mechanism minimize redundant Gaussian sampling computations. On the Xilinx XC7VX485T platform, the FFT/IFFT core consumes 166,947 LUTs, 133,091 FFs, and 324 DSPs, with the full architecture achieving 6 μs latency at 130 MHz. This provides an efficient hardware foundation for low-latency post-quantum cryptography in IoT and edge devices","2025-08","2026-04-09 11:56:23","2026-05-03 09:34:41","2026-04-09 11:56:23","126-130","","","","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 0</p>; <p>Export Date: 02 May 2026; Cited By: 0; Correspondence Address: L. He; Hefei University of Technology, School of Microelectronics, Hefei, China; email: helong01142022@163.com</p>","/Users/mac/Zotero/storage/FS2QL2VA/He et al. - 2025 - A Low-Latency Key Generation Accelerator Based on the Falcon Algorithm.pdf","","Post quantum cryptography; Quantum computers; Quantum Computing; Quantum cryptography; Hardware implementations; Digital arithmetic; Public key cryptography; Double precision; Precision floating point; Computer hardware; PQC; Particle accelerators; Signal processing; Gaussian distribution; Computer architecture; FFT/IFFT; Low latency; Public key cryptosystems; Key generation; Double-precision floating-point; Double-Precision Floating-Point; Hardware Implementation; Key Generation; Low Latency; Security of data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 4th International Conference on Electronic Information Technology (EIT)","","","","","","","","","","","","","","",""
"9ILL3443","journalArticle","2024","Lee, Yongseok; Youn, Jonghee; Nam, Kevin; Jung, Heon Hui; Cho, Myunghyun; Na, Jimyung; Park, Jong-Yeon; Jeon, Seungsu; Kang, Bo Gyeong; Oh, Hyunyoung; Paek, Yunheung","An Efficient Hardware/Software Co-Design for FALCON on Low-End Embedded Systems","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3387489","https://ieeexplore.ieee.org/document/10496572/","We propose in this paper an efficient FALCON accelerator called EFX based on a HW/SW co-design where FALCON is a post-quantum cryptographic (PQC) scheme tailored as a digital signature algorithm (DSA). Our findings reveal that FALCON exhibits unique characteristics and structures which distinguish it from other PQC-DSAs. A key finding is that, unlike its counterparts, FALCON doesn’t prioritize a single, time-consuming task; instead, it processes a variety of tasks with comparable execution times. Consequently, the conventional methods focusing on accelerating dominant few tasks, which are generally effective for other algorithms, prove less efficient for FALCON, especially concerning the minimization of the silicon area used. To overcome this, we strategically focus on the granular optimization of lower-level operations rather than on broader functional segments, aiming to boost performance while conserving hardware space. Moreover, to mitigate the potential degradation due to limitation of hardware resources, we have implemented a pipelined execution strategy for the FALCON functions and refined the sampling function–a critical task that is challenging to accelerate due to inherent sequential algorithm–enabling it to run concurrently on both software and hardware, thus reducing latency. Our hardware design, synthesized at 300MHz using Samsung’s 28nm and 45nm process technologies, demonstrates superior performance in generating FALCON signatures, with a 3.58 \times improvement in clock cycles over an existing hardware accelerator. EFX occupies 38K um <sup>2</sup> and 74K um <sup>2</sup> for 28nm and 45nm processes, respectively, comparatively small compared to other PQC accelerators.","2024","2026-04-09 14:40:27","2026-05-03 09:38:10","2026-04-09 14:39:06","57947-57958","","","12","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 14</p>; <p>Export Date: 02 May 2026; Cited By: 14; Correspondence Address: Y. Paek; Seoul National University, Department of Electrical and Computer Engineering, Seoul, 08826, South Korea; email: ypaek@snu.ac.kr; H. Oh; Gachon University, Department of AI⋅Software, Seongnam-si, Gyeonggi-do, 13120, South Korea; email: hyoh@gachon.ac.kr</p>; <p>Export Date: 02 May 2026; Cited By: 58</p>","/Users/mac/Zotero/storage/4UADF2Y4/Lee et al. - 2024 - An Efficient HardwareSoftware Co-Design for FALCON on Low-End Embedded Systems.pdf; /Users/mac/Zotero/storage/79AXJW4Q/Alshareef - 2022 - An Effective Falcon Optimization Algorithm Based MPPT Under Partial Shaded Photovoltaic Systems.pdf","","Authentication; Hardware security; Post quantum cryptography; Digital signature algorithms; Electronic document identification systems; Post quantum; Hardware/software codesign; Hardware; Performance; Cryptography; Optimization algorithms; Embedded systems; Hardware-software codesign; accelerator; FALCON; Condition; Falcon optimization algorithm; Falcon optimization algorithm (FOA); Global maximum; Global optimization; MATLAB; Maximum power point trackers; Maximum Power Point Tracking; maximum power point tracking (MPPT); Maximum Power Point Tracking algorithms; Partial shading; Partial shading condition; partial shading conditions (PSCs); Particle swarm optimization (PSO); photovoltaic (PV) system; Photovoltaic systems; Solar power generation; digital signature algorithm; NIST; Clocks; cryptography; Job analysis; SW/HW co-design; Task analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEH2WTZM","conferencePaper","2025","Coulon, Samuel; Xiong, Jinjun; Xie, Jiafeng","LEAF: Lightweight and Efficient Hardware Accelerator for Signature Verification of FALCON","2025 IEEE/ACM International Conference On Computer Aided Design (ICCAD)","","1558-2434","10.1109/ICCAD66269.2025.11240686","https://ieeexplore.ieee.org/document/11240686/","Along with the National Institute of Standards and Technology (NIST) post-quantum cryptography (PQC) standardization process, efficient hardware acceleration for PQC has become a priority. Among the NIST-selected PQC digital signature schemes, FALCON shows great promise due to its compact key sizes and efficient Signature Verification procedure. However, FALCON is regarded as highly computationally complex, and as a result, few works for hardware acceleration of FALCON can be found in the literature, where the few existing ones only target high-performance. To fill the gap, this paper presents a Lightweight and Efficient hardware accelerator for the Signature Verification portion of FALCON (LEAF), specifically for resource-constrained applications. We propose an efficient design strategy, including a novel data dependence flow, to maximize the utilization of very small resources for all arithmetic procedures. Then, the proposed full-hardware LEAF is built, containing an ultra-lightweight number theoretical transform (NTT) core with a novel twiddle factor access pattern. Finally, we conduct a thorough evaluation to demonstrate the efficiency of LEAF. To the best of our knowledge, this is the first lightweight and meanwhile most resource-efficient FALCON Signature Verification full-hardware accelerator in the literature, offering 65% and 66% less aggregate resource usage and achieving 24% and 14% less equivalent area-time product (eATP), compared to the state-of-the-art for FALCON-512 and FALCON-1024, respectively. We hope that this work can spur further research in the field.","2025-10","2026-04-09 14:40:27","2026-05-03 10:09:43","2026-04-09 14:39:08","1-9","","","","","","LEAF","","","","","","","","","","","","IEEE Xplore","","ISSN: 1558-2434","<p>Export Date: 02 May 2026; Cited By: 0</p>","/Users/mac/Zotero/storage/WWR6FV9F/Coulon et al. - 2025 - LEAF Lightweight and Efficient Hardware Accelerator for Signature Verification of FALCON.pdf","","Authentication; Hardware security; Post quantum cryptography; Quantum cryptography; Quantum efficiency; Electronic document identification systems; Post-quantum cryptography; Acceleration; Field programmable gate arrays (FPGA); Integrated circuit design; Computer hardware; Field programmables; Field-programmable gate array; Programmable gate array; Number theory; Hardware accelerators; Signature verification; post-quantum cryptography (PQC); Efficient designs; FALCON scheme; hardware accelerator; lightweight and efficient design; Lightweight design; Logic design; Signature Verification; field-programmable gate array (FPGA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE/ACM International Conference On Computer Aided Design (ICCAD)","","","","","","","","","","","","","","",""
"FCIRL6IJ","journalArticle","2025","Tu, Yazheng; Bai, Shi; Xiong, Jinjun; Xie, Jiafeng","SCOPE: Schoolbook-Originated Novel Polynomial Multiplication Accelerators for NTRU-Based PQC","IEEE Transactions on Very Large Scale Integration (VLSI) Systems","","1557-9999","10.1109/TVLSI.2024.3458872","https://ieeexplore.ieee.org/document/10689631/","The Nth-degree truncated polynomial ring units (NTRUs)-based postquantum cryptography (PQC) has drawn significant attention from the research communities, e.g., the National Institute of Standards and Technology (NIST) PQC standardization process selected algorithm Fast Fourier lattice-based compact (Falcon). Following the research trend, efficient hardware accelerator design for polynomial multiplication (an important component of the NTRU-based PQC) is crucial. Unlike the commonly used number theoretic transform (NTT) method, in this article, we have presented a novel SChoolbook-Originated Polynomial multiplication accElerators (SCOPE) design framework. Overall, we have proposed the schoolbook-based method in an innovative format to implement the targeted polynomial multiplication, first through a schoolbook-variant version and then through a Toeplitz matrix-vector product (TMVP)-based approach. Four layers of coherent and interdependent efforts have been carried out: 1) a novel lookup table (LUT)-based point-wise multiplier is proposed along with a related modular reduction technique to obtain optimal implementation; 2) a new hardware accelerator is introduced for the targeted polynomial multiplication, deploying the proposed point-wise multiplier; 3) the proposed architecture is extended to a TMVP-based polynomial multiplication accelerator; and 4) the efficiency of the proposed accelerators is demonstrated through implementation and comparison. Finally, the proposed design strategy is also extended to another NTRU-based scheme and other schoolbook- and toom-cook-based polynomial multiplications (used in other PQC), and obtains the same superior performance. We hope that the outcome of this research can impact the ongoing NIST PQC standardization process and related full-hardware implementation work for schemes like Falcon.","2025-02","2026-04-09 14:40:27","2026-05-03 10:19:25","2026-04-09 14:39:09","408-420","","2","33","","","SCOPE","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 2</p>","/Users/mac/Zotero/storage/M5S4JMHG/Tu et al. - 2025 - SCOPE Schoolbook-Originated Novel Polynomial Multiplication Accelerators for NTRU-Based PQC.pdf","","Post quantum cryptography; Fast fourier; Lattice-based; Hardware implementations; Integrated circuit design; Field programmables; Field-programmable gate array; Programmable gate array; Fast Fourier transforms; Number theory; Polynomial rings; Polynomial multiplication; Matrix algebra; Polynomial approximation; field-programmable gate array (FPGA); Fast fourier lattice-based compact (falcon); Fast Fourier lattice-based compact (FALCON); hardware implementation; Nth-degree truncated polynomial ring unit; Nth-degree truncated polynomial ring unit (NTRU); Nth-degree truncated polynomial ring unit-based postquantum cryptography; NTRU-based postquantum cryptography (PQC); Schoolbook-originated polynomial multiplication accelerator; SChoolbook-Originated Polynomial multiplication accElerators (SCOPE); Signal to noise ratio; Toeplitz matrix vector products; Toeplitz matrix-vector product; Toeplitz matrix-vector product (TMVP); Unit-based","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQ6MIQFF","conferencePaper","2025","Liao, Jun-Hao; Cho, Kuan-Ting; Shieh, Ming-Der","A Unified FFT/NTT Design for Efficient NTRU Equation Solving in FALCON Cryptography","2025 IEEE International Symposium on Circuits and Systems (ISCAS)","","2158-1525","10.1109/ISCAS56072.2025.11043318","https://ieeexplore.ieee.org/document/11043318/","Post-Quantum Cryptography has garnered significant attention with the rapid development of quantum computing. FALCON, a lattice-based quantum-resistant digital signature scheme, has been standardized. During the key pair generation process, solving the NTRU equation based on Galois theory is required. The simultaneous use of two distinct algebraic structures, \mathbbQ[x]/łeft( x^n + 1 \right) and \mathbbZ[x]/łeft( x^n + 1 \right), where n is a power of 2, presents challenges in hardware design. This paper proposes a hardware accelerator specifically customized for FFT/IFFT and NTT/INTT operations on rings under different point numbers. The design incorporates conflict-free scheduling for memory access and the selection of twiddle factors across various radices. The proposed design occupies an area of 0.54 mm2 and operates at a frequency of 333 MHz based on the synthesis results using 40nm technology. Compared to existing FFT/IFFT design on rings, the proposed one reduces the area requirement of processing elements by 33% without increasing the overall execution time. Moreover, our design supports both 64-bit radix-4 and 128-bit radix-2 NTT/INTT. This solution effectively addresses the two transformations required for key pair generation in FALCON.","2025-05","2026-04-09 14:40:27","2026-05-03 09:35:29","2026-04-09 14:39:10","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2158-1525","<p>Export Date: 02 May 2026; Cited By: 2</p>; <p>Export Date: 02 May 2026; Cited By: 2; Correspondence Address: J.-H. Liao; National Cheng Kung University, Department of Electrical Engineering, Tainan, 701, Taiwan; email: n26114853@gs.ncku.edu.tw; CODEN: PICSD</p>","/Users/mac/Zotero/storage/DC29KEKK/Liao et al. - 2025 - A Unified FFTNTT Design for Efficient NTRU Equation Solving in FALCON Cryptography.pdf","","Post quantum cryptography; Quantum computers; Quantum Computing; Quantum cryptography; Digital signature schemes; Lattice-based; Integrated circuit design; Computer hardware; PQC; FALCON; Fast Fourier transforms; ASIC; FFT/IFFT; Algebra; Computation theory; Equations solving; Key pairs; NTT/INTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Symposium on Circuits and Systems (ISCAS)","","","","","","","","","","","","","","",""
"5XGK8RRV","conferencePaper","2023","Coulon, Samuel; He, Pengzhou; Bao, Tianyou; Xie, Jiafeng","Efficient Hardware RNS Decomposition for Post-Quantum Signature Scheme Falcon","2023 57th Asilomar Conference on Signals, Systems, and Computers","","2576-2303","10.1109/IEEECONF59524.2023.10476845","https://ieeexplore.ieee.org/document/10476845/","The recently announced National Institute of Standards and Technology (NIST) Post-quantum cryptography (PQC) third-round standardization process has released its candidates to be standardized and Falcon is one of them. On the other hand, however, very few hardware implementation works for Falcon have been released due to its very complicated computation procedure and intensive complexity. With this background, in this paper, we propose an efficient hardware structure to implement residue numeral system (RNS) decomposition within NTRUSolve (a key arithmetic component for key generation of Falcon). In total, we have proposed three stages of coherent interdependent efforts to finish the proposed work. First, we have identified the necessary algorithmic operation related to RNS decomposition. Then, we have innovatively designed a hardware structure to realize these algorithms. Finally, field-programmable gate array (FPGA)-based implementation has been carried out to verify the superior performance of the proposed hardware structure. For instance, the proposed hardware design involves at least 3.91x faster operational time than the software implementation. To the authors' best knowledge, this is the first paper about the hardware acceleration of RNS decomposition for Falcon, and we hope the outcome of this work will facilitate the research in this area.","2023-10","2026-04-09 14:40:27","2026-05-03 10:09:44","2026-04-09 14:39:11","19-26","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2576-2303","<p>Export Date: 02 May 2026; Cited By: 4</p>","/Users/mac/Zotero/storage/5SG4UEGM/Coulon et al. - 2023 - Efficient Hardware RNS Decomposition for Post-Quantum Signature Scheme Falcon.pdf","","Authentication; Falcon; Post quantum cryptography; post-quantum cryptography; Quantum cryptography; Signature Scheme; Post quantum; Quantum signature; Field programmable gate arrays (FPGA); Integrated circuit design; National Institute of Standards and Technology; Hardware design; Hardware structures; Residue numeral system decomposition; RNS decomposition; signature scheme; System decomposition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 57th Asilomar Conference on Signals, Systems, and Computers","","","","","","","","","","","","","","",""
"Y3KUH4DX","conferencePaper","2025","Shrivastava, Rishabh; Banerjee, Utsav","Hardware-Software Co-Design of Post-Quantum FALCON Digital Signature Scheme with RISC-V","2025 IEEE 32nd International Conference on High Performance Computing, Data and Analytics Workshop (HiPCW)","","2770-0135","10.1109/HiPCW66559.2025.00028","https://ieeexplore.ieee.org/document/11459293/","FALCON is a lattice-based digital signature scheme recently selected as NIST post-quantum cryptography standard. FALCON is well known for its fast verification support along with small key and signature sizes. However, implementation of the FALCON signature algorithm in resource-constrained edge computing systems is challenging due to the requirement of complex hashing, floating point arithmetic and polynomial transformation computations. In this work, we demonstrate resource-efficient hardware acceleration of FALCON signature generation and verification by performing hardware-software co-design of its computationally expensive functions with a light-weight 32-bit Vex RISC-V processor core with accompanying custom instructions. We propose Custom Function Units compatible with Vex RISC-V to accelerate Keccak permutations and polynomial transformations, along with a constant-time implementation of IEEE 754 floating-point arithmetic. Our design achieves ≈ 4.3× speedup for signature verification and ≈ 1.6× speedup for signature generation compared to the baseline software on Vex RISC-V for both parameter sets of FALCON, when implemented on AMD Xilinx UltraScale+ FPGA. We also present an efficient verification-only variant of our design suitable for resource-constrained applications.","2025-12","2026-04-09 14:40:27","2026-05-03 10:35:14","2026-04-09 14:39:13","121-127","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2770-0135","<p>Export Date: 02 May 2026; Cited By: 0</p>; <p>Export Date: 02 May 2026; Cited By: 0</p>","/Users/mac/Zotero/storage/JAW4HUGT/Shrivastava and Banerjee - 2025 - Hardware-Software Co-Design of Post-Quantum FALCON Digital Signature Scheme with RISC-V.pdf","","post-quantum cryptography; FPGA; digital signature; FALCON; FFT; NTT; lattice; NIST PQC; CFU; custom instructions; floating point arithmetic; hardware acceleration; high-performance edge computing; Keccak; Vex RISC-V","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 32nd International Conference on High Performance Computing, Data and Analytics Workshop (HiPCW)","","","","","","","","","","","","","","",""
"MIYEHTXX","conferencePaper","2025","Truong, Quang Dang; Nguyen, Tuy Tan; Lee, Hanho","Highly-Efficient Unified Polynomial Arithmetic Module Architecture for Falcon PQC Scheme","2025 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS)","","2768-3516","10.1109/APCCAS67402.2025.11377045","https://ieeexplore.ieee.org/document/11377045/","To address the emerging vulnerabilities posed by quantum computers to classical asymmetric cryptography, Falcon-a digital signature algorithm-was selected by NIST as a standard for post-quantum cryptography. Based on the NTRU-lattice structure, Falcon relies heavily on number theoretic and fast-Fourier transforms, which are among the most computationally demanding and time-consuming operations. To over-come these challenges, this paper proposes a novel architecture called the Unified Polynomial Arithmetic Module (UniPAM), specifically designed for the Falcon verification algorithm. The proposed UniPAM offers an efficient and hardware-friendly architecture capable of performing all required polynomial arithmetic operations, achieving significantly improved performance while maintaining comparable hardware resource consumption to state-of-the-art designs. Implementation results demonstrate that UniPAM achieves substantial efficiency gains, as measured by the Area-Time Product metric, outperforming existing solutions.","2025-10","2026-04-09 14:40:27","2026-05-03 10:19:30","2026-04-09 14:39:14","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2768-3516","<p>Export Date: 02 May 2026; Cited By: 0</p>","/Users/mac/Zotero/storage/EFF58G86/Truong et al. - 2025 - Highly-Efficient Unified Polynomial Arithmetic Module Architecture for Falcon PQC Scheme.pdf","","Authentication; Falcon; Post quantum cryptography; Quantum computers; Quantum cryptography; Quantum theory; Digital signature algorithms; Post-quantum cryptography; Digital arithmetic; Key encapsulation mechanisms; Computer hardware; Architecture; Fast Fourier transforms; Number theory; number theoretic transform; Number-theoretic transforms; Polynomials; Quanta computers; Lattice theory; Computation theory; Asymmetric cryptography; Key-Encapsulation mechanism; Lattice structures; Module architecture; Polynomial arithmetic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS)","","","","","","","","","","","","","","",""
