"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YMP22BZ6","conferencePaper","2025","Ortega, Alexandre; Bossuet, Lilian; Colombier, Brice","Low-Latency FFT/iFFT RTL Implementation for the FALCON Post-Quantum Signature Algorithm","2025 IEEE 33rd Annual International Symposium on Field-Programmable Custom Computing Machines (FCCM)","","2576-2621","10.1109/FCCM62733.2025.00067","https://ieeexplore.ieee.org/document/11008987","FALCON is one of the three post-quantum digital signature schemes that have been recently standardized by NIST due to the future threat that quantum computers pose to classical cryptographic schemes. Despite this, there is currently no full hardware register-transfer level (RTL) implementation of FALCON. One possible explanation is the rather unusual requirement for a double-precision floating-point Fast Fourier Transform (FFT), which is used in FALCON to speed up polynomial multiplication. In this article, we describe a full RTL implementation of the FFT and its inverse, on FPGA, tailored for the specific context of FALCON. Fitting in this specific cryptographic context, the implementation is also constant-time. The proposed hardware implementation achieves the best latency of the literature. This work paves the way for the first complete fine-tuned RTL implementation of FALCON as well as the security evaluation of such implementations against physical attacks.","2025-05","2026-04-09 11:49:03","2026-05-03 10:22:50","2026-04-09 11:49:03","288-288","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2576-2621","<p>Export Date: 02 May 2026; Cited By: 0</p>; <p>Export Date: 02 May 2026; Cited By: 0</p>","/Users/mac/Zotero/storage/PGHYXPYB/Ortega et al. - 2025 - Low-Latency FFTiFFT RTL Implementation for the FALCON Post-Quantum Signature Algorithm.pdf; /Users/mac/Zotero/storage/QX6CJECQ/Ortega et al. - 2025 - Low-Latency FFTiFFT RTL Implementation for the FALCON Post-Quantum Signature Algorithm.pdf; /Users/mac/Zotero/storage/QQV8ABR4/Ortega et al. - 2025 - Low-Latency FFTiFFT RTL Implementation for the FALCON Post-Quantum Signature Algorithm.pdf; /Users/mac/Zotero/storage/NL3FKZXW/11008987.html","","Authentication; Falcon; Hardware security; Network security; Post quantum cryptography; post-quantum cryptography; Quantum computers; Quantum cryptography; Quantum theory; Fast fourier; Post quantum; Quantum signature; falcon; Field programmable gate arrays (FPGA); Digital arithmetic; Hardware; Computer hardware; Fast Fourier transforms; Low latency; Implementation; Register-transfer level; fast fourier transform; fpga; Fpgum; hardware; implementation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 33rd Annual International Symposium on Field-Programmable Custom Computing Machines (FCCM)","","","","","","","","","","","","","","",""
"2745LWGG","conferencePaper","2024","Karabulut, Emre; Aysu, Aydin","A Hardware-Software Co-Design for the Discrete Gaussian Sampling of FALCON Digital Signature","2024 IEEE International Symposium on Hardware Oriented Security and Trust (HOST)","","2765-8406","10.1109/HOST55342.2024.10545399","https://ieeexplore.ieee.org/document/10545399/","Sampling random values from a discrete Gaussian distribution with high precision is a major and computationally-intensive operation of emerging and existing cryptographic standards. FALCON is one such algorithm that the National Institute of Standards and Technology chose to standardize as a next-generation, quantum-secure digital signature algorithm. The discrete Gaussian sampling of FALCON has both flexibility and efficiency needs–it constitutes 72% of total signature generation in reference software and requires sampling from a variable mean and standard deviation. Unfortunately, there are no prior works on accelerating this complete sampling procedure. In this paper, we propose a hardware-software co-design for accelerating FALCON's discrete Gaussian sampling subroutine. The proposed solution handles the flexible computations for setting the variable parameters in software and executes core operations with low latency, parameterized, and custom hardware. The hardware parameterization allows trading off area vs. performance. On a Xilinx SoC FPGA Architecture, the results show that compared to the reference software, our solution can accelerate the sampling up to 56.05× and the full signature scheme by 1.67×. Moreover, we quantified that our optimized multiplier circuits can improve the throughput over a straightforward implementation by 2.87×.","2024-05","2026-04-09 11:56:23","2026-05-03 09:34:25","2026-04-09 11:56:21","90-100","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2765-8406","<p>Export Date: 02 May 2026; Cited By: 13</p>; <p>Export Date: 02 May 2026; Cited By: 13</p>","/Users/mac/Zotero/storage/SWQE6JJP/Karabulut and Aysu - 2024 - A Hardware-Software Co-Design for the Discrete Gaussian Sampling of FALCON Digital Signature.pdf","","Authentication; Hardware security; Post quantum cryptography; post-quantum cryptography; Quantum cryptography; Field programmable gate arrays (FPGA); FPGA; Hardware/software codesign; Integrated circuit design; National Institute of Standards and Technology; Gaussians; Hardware-software codesign; System-on-chip; Software design; Gaussian distribution; Secure digital; Discrete gaussian sampling; CryptoGraphics; discrete Gaussian sampling; digital signatures; hardware-software co-design; High-precision; Random values; Reference software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Symposium on Hardware Oriented Security and Trust (HOST)","","","","","","","","","","","","","","",""
"HNILMURI","conferencePaper","2025","He, Long; Hu, Hongran; Cao, Zihuan","A Low-Latency Key Generation Accelerator Based on the Falcon Algorithm","2025 4th International Conference on Electronic Information Technology (EIT)","","","10.1109/EIT67313.2025.11231850","https://ieeexplore.ieee.org/document/11231850/","The rapid advancement of quantum computing critically threatens traditional public-key cryptosystems, urgently requiring practical deployment of Post-Quantum Cryptography (PQC). This work addresses the latency challenge in key generation for the National Institute of Standards and Technology (NIST)-standardized Falcon algorithm by proposing a pure hardware-based accelerator architecture. The architecture optimizes three components: double-precision floating-point FFT/IFFT, and discrete Gaussian sampling. Through pipelined parallelism and reconfigurable butterfly units, 1024-point FFT/IFFT transformations are completed in 780 cycles (23.2% latency reduction). A parallel padding strategy and rapid screening mechanism minimize redundant Gaussian sampling computations. On the Xilinx XC7VX485T platform, the FFT/IFFT core consumes 166,947 LUTs, 133,091 FFs, and 324 DSPs, with the full architecture achieving 6 μs latency at 130 MHz. This provides an efficient hardware foundation for low-latency post-quantum cryptography in IoT and edge devices","2025-08","2026-04-09 11:56:23","2026-05-03 09:34:41","2026-04-09 11:56:23","126-130","","","","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 0</p>; <p>Export Date: 02 May 2026; Cited By: 0; Correspondence Address: L. He; Hefei University of Technology, School of Microelectronics, Hefei, China; email: helong01142022@163.com</p>","/Users/mac/Zotero/storage/FS2QL2VA/He et al. - 2025 - A Low-Latency Key Generation Accelerator Based on the Falcon Algorithm.pdf","","Post quantum cryptography; Quantum computers; Quantum Computing; Quantum cryptography; Hardware implementations; Digital arithmetic; Public key cryptography; Double precision; Precision floating point; Computer hardware; PQC; Particle accelerators; Signal processing; Gaussian distribution; Computer architecture; FFT/IFFT; Low latency; Public key cryptosystems; Key generation; Double-precision floating-point; Double-Precision Floating-Point; Hardware Implementation; Key Generation; Low Latency; Security of data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 4th International Conference on Electronic Information Technology (EIT)","","","","","","","","","","","","","","",""
"9ILL3443","journalArticle","2024","Lee, Yongseok; Youn, Jonghee; Nam, Kevin; Jung, Heon Hui; Cho, Myunghyun; Na, Jimyung; Park, Jong-Yeon; Jeon, Seungsu; Kang, Bo Gyeong; Oh, Hyunyoung; Paek, Yunheung","An Efficient Hardware/Software Co-Design for FALCON on Low-End Embedded Systems","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3387489","https://ieeexplore.ieee.org/document/10496572/","We propose in this paper an efficient FALCON accelerator called EFX based on a HW/SW co-design where FALCON is a post-quantum cryptographic (PQC) scheme tailored as a digital signature algorithm (DSA). Our findings reveal that FALCON exhibits unique characteristics and structures which distinguish it from other PQC-DSAs. A key finding is that, unlike its counterparts, FALCON doesn’t prioritize a single, time-consuming task; instead, it processes a variety of tasks with comparable execution times. Consequently, the conventional methods focusing on accelerating dominant few tasks, which are generally effective for other algorithms, prove less efficient for FALCON, especially concerning the minimization of the silicon area used. To overcome this, we strategically focus on the granular optimization of lower-level operations rather than on broader functional segments, aiming to boost performance while conserving hardware space. Moreover, to mitigate the potential degradation due to limitation of hardware resources, we have implemented a pipelined execution strategy for the FALCON functions and refined the sampling function–a critical task that is challenging to accelerate due to inherent sequential algorithm–enabling it to run concurrently on both software and hardware, thus reducing latency. Our hardware design, synthesized at 300MHz using Samsung’s 28nm and 45nm process technologies, demonstrates superior performance in generating FALCON signatures, with a 3.58 \times improvement in clock cycles over an existing hardware accelerator. EFX occupies 38K um <sup>2</sup> and 74K um <sup>2</sup> for 28nm and 45nm processes, respectively, comparatively small compared to other PQC accelerators.","2024","2026-04-09 14:40:27","2026-05-03 09:38:10","2026-04-09 14:39:06","57947-57958","","","12","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 14</p>; <p>Export Date: 02 May 2026; Cited By: 14; Correspondence Address: Y. Paek; Seoul National University, Department of Electrical and Computer Engineering, Seoul, 08826, South Korea; email: ypaek@snu.ac.kr; H. Oh; Gachon University, Department of AI⋅Software, Seongnam-si, Gyeonggi-do, 13120, South Korea; email: hyoh@gachon.ac.kr</p>; <p>Export Date: 02 May 2026; Cited By: 58</p>","/Users/mac/Zotero/storage/4UADF2Y4/Lee et al. - 2024 - An Efficient HardwareSoftware Co-Design for FALCON on Low-End Embedded Systems.pdf; /Users/mac/Zotero/storage/79AXJW4Q/Alshareef - 2022 - An Effective Falcon Optimization Algorithm Based MPPT Under Partial Shaded Photovoltaic Systems.pdf","","Authentication; Hardware security; Post quantum cryptography; Digital signature algorithms; Electronic document identification systems; Post quantum; Hardware/software codesign; Hardware; Performance; Cryptography; Optimization algorithms; Embedded systems; Hardware-software codesign; accelerator; FALCON; Condition; Falcon optimization algorithm; Falcon optimization algorithm (FOA); Global maximum; Global optimization; MATLAB; Maximum power point trackers; Maximum Power Point Tracking; maximum power point tracking (MPPT); Maximum Power Point Tracking algorithms; Partial shading; Partial shading condition; partial shading conditions (PSCs); Particle swarm optimization (PSO); photovoltaic (PV) system; Photovoltaic systems; Solar power generation; digital signature algorithm; NIST; Clocks; cryptography; Job analysis; SW/HW co-design; Task analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQ6MIQFF","conferencePaper","2025","Liao, Jun-Hao; Cho, Kuan-Ting; Shieh, Ming-Der","A Unified FFT/NTT Design for Efficient NTRU Equation Solving in FALCON Cryptography","2025 IEEE International Symposium on Circuits and Systems (ISCAS)","","2158-1525","10.1109/ISCAS56072.2025.11043318","https://ieeexplore.ieee.org/document/11043318/","Post-Quantum Cryptography has garnered significant attention with the rapid development of quantum computing. FALCON, a lattice-based quantum-resistant digital signature scheme, has been standardized. During the key pair generation process, solving the NTRU equation based on Galois theory is required. The simultaneous use of two distinct algebraic structures, \mathbbQ[x]/łeft( x^n + 1 \right) and \mathbbZ[x]/łeft( x^n + 1 \right), where n is a power of 2, presents challenges in hardware design. This paper proposes a hardware accelerator specifically customized for FFT/IFFT and NTT/INTT operations on rings under different point numbers. The design incorporates conflict-free scheduling for memory access and the selection of twiddle factors across various radices. The proposed design occupies an area of 0.54 mm2 and operates at a frequency of 333 MHz based on the synthesis results using 40nm technology. Compared to existing FFT/IFFT design on rings, the proposed one reduces the area requirement of processing elements by 33% without increasing the overall execution time. Moreover, our design supports both 64-bit radix-4 and 128-bit radix-2 NTT/INTT. This solution effectively addresses the two transformations required for key pair generation in FALCON.","2025-05","2026-04-09 14:40:27","2026-05-03 09:35:29","2026-04-09 14:39:10","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2158-1525","<p>Export Date: 02 May 2026; Cited By: 2</p>; <p>Export Date: 02 May 2026; Cited By: 2; Correspondence Address: J.-H. Liao; National Cheng Kung University, Department of Electrical Engineering, Tainan, 701, Taiwan; email: n26114853@gs.ncku.edu.tw; CODEN: PICSD</p>","/Users/mac/Zotero/storage/DC29KEKK/Liao et al. - 2025 - A Unified FFTNTT Design for Efficient NTRU Equation Solving in FALCON Cryptography.pdf","","Post quantum cryptography; Quantum computers; Quantum Computing; Quantum cryptography; Digital signature schemes; Lattice-based; Integrated circuit design; Computer hardware; PQC; FALCON; Fast Fourier transforms; ASIC; FFT/IFFT; Algebra; Computation theory; Equations solving; Key pairs; NTT/INTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Symposium on Circuits and Systems (ISCAS)","","","","","","","","","","","","","","",""
"Y3KUH4DX","conferencePaper","2025","Shrivastava, Rishabh; Banerjee, Utsav","Hardware-Software Co-Design of Post-Quantum FALCON Digital Signature Scheme with RISC-V","2025 IEEE 32nd International Conference on High Performance Computing, Data and Analytics Workshop (HiPCW)","","2770-0135","10.1109/HiPCW66559.2025.00028","https://ieeexplore.ieee.org/document/11459293/","FALCON is a lattice-based digital signature scheme recently selected as NIST post-quantum cryptography standard. FALCON is well known for its fast verification support along with small key and signature sizes. However, implementation of the FALCON signature algorithm in resource-constrained edge computing systems is challenging due to the requirement of complex hashing, floating point arithmetic and polynomial transformation computations. In this work, we demonstrate resource-efficient hardware acceleration of FALCON signature generation and verification by performing hardware-software co-design of its computationally expensive functions with a light-weight 32-bit Vex RISC-V processor core with accompanying custom instructions. We propose Custom Function Units compatible with Vex RISC-V to accelerate Keccak permutations and polynomial transformations, along with a constant-time implementation of IEEE 754 floating-point arithmetic. Our design achieves ≈ 4.3× speedup for signature verification and ≈ 1.6× speedup for signature generation compared to the baseline software on Vex RISC-V for both parameter sets of FALCON, when implemented on AMD Xilinx UltraScale+ FPGA. We also present an efficient verification-only variant of our design suitable for resource-constrained applications.","2025-12","2026-04-09 14:40:27","2026-05-03 10:35:14","2026-04-09 14:39:13","121-127","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2770-0135","<p>Export Date: 02 May 2026; Cited By: 0</p>; <p>Export Date: 02 May 2026; Cited By: 0</p>","/Users/mac/Zotero/storage/JAW4HUGT/Shrivastava and Banerjee - 2025 - Hardware-Software Co-Design of Post-Quantum FALCON Digital Signature Scheme with RISC-V.pdf","","post-quantum cryptography; FPGA; digital signature; FALCON; FFT; NTT; lattice; NIST PQC; CFU; custom instructions; floating point arithmetic; hardware acceleration; high-performance edge computing; Keccak; Vex RISC-V","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 32nd International Conference on High Performance Computing, Data and Analytics Workshop (HiPCW)","","","","","","","","","","","","","","",""
"ZVRYWZ9L","journalArticle","2025","Alsuhli, Ghada; Saleh, Hani; Al-Qutayri, Mahmoud; Mohammad, Baker; Stouraitis, Thanos","Area and Power Efficient FFT/IFFT Processor for FALCON Post-Quantum Cryptography","IEEE Transactions on Emerging Topics in Computing","","2168-6750","10.1109/TETC.2024.3407124","https://ieeexplore.ieee.org/document/10552202/","Quantum computing is an emerging technology on the verge of reshaping industries, while simultaneously challenging existing cryptographic algorithms. FALCON, a recent standard quantum-resistant digital signature, presents a challenging hardware implementation due to its extensive non-integer polynomial operations, necessitating FFT over the ring \mathbb Q[x]/(x^n+1)Q[x]/(xn+1). This paper introduces an ultra-low-power and compact processor tailored for FFT/IFFT operations over the ring for efficient FALCON implementation. The proposed processor incorporates various optimization techniques, including twiddle factor compression and conflict-free scheduling. In an ASIC implementation using a 22 nm GF process, the proposed processor demonstrates an area occupancy of 0.15 mm<sup>2</sup>2 and a power consumption of 12.6 mW/28.1 mW at an operating frequency of 167 MHz/500 MHz for the non-pipelined/pipelined version of the processor. Since a hardware implementation of FFT/IFFT over the ring is currently non-existent, the execution time achieved by this processor is compared to the reference software implementation of FFT/IFFT of FALCON on a Raspberry Pi 4 with Cortex-A72, where the proposed pipelined processor achieves a speedup up to 3.8×. Furthermore, in comparison to dedicated state-of-the-art hardware accelerators for classic FFT, the pipelined architecture occupies 42% less area and consumes 64% less power, on average. The quantified speedup in the context of FALCON suggests that the proposed hardware design offers a promising solution for the efficient implementation of FALCON.","2025-04","2026-04-09 14:40:27","2026-05-03 09:44:56","2026-04-09 14:39:16","423-437","","2","13","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 7</p>; <p>Export Date: 02 May 2026; Cited By: 7; Correspondence Address: G. Alsuhli; System-on-Chip Center, Department of Computer and Information Engineering, Khalifa University, Abu Dhabi, United Arab Emirates; email: ghada.alsuhli@ku.ac.ae</p>","/Users/mac/Zotero/storage/KU7FFZQB/Alsuhli et al. - 2025 - Area and Power Efficient FFTIFFT Processor for FALCON Post-Quantum Cryptography.pdf","","Post quantum cryptography; post-quantum cryptography; Quantum computers; Field programmable gate arrays (FPGA); Hardware acceleration; Computer hardware; Field programmables; Programmable gate array; FALCON; Fast Fourier transforms; Application specific integrated circuits; ASIC; Polynomials; Software; Computer architecture; Computing power; FFT/IFFT; FFT/IFFT processor; Field programmable gate array; Pipeline processing systems; Polynomial operation; polynomial operations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6LKII2TU","conferencePaper","2025","Dam, Duc-Thuan; Tran, Thai-Ha; Nguyen, Trong-Hung; Hoang, Trong-Thuc; Pham, Cong-Kha","Compact FALCON FFT/NTT Accelerator for Post-Quantum Cryptography","2025 IEEE International Symposium on Circuits and Systems (ISCAS)","","2158-1525","10.1109/ISCAS56072.2025.11043460","https://ieeexplore.ieee.org/document/11043460/","FALCON is one of four algorithms selected by NIST to standardize post-quantum cryptography standards. FALCON is a digital signature algorithm based on NTRU lattice with difficulty based on the short vector problem. While Kyber and Dilithium algorithms are only based on NTT operations, FALCON uses both NTT and FFT, which is a barrier to Falcon’s hardware implementation. This paper proposes a compact architecture that supports FFT and NTT for the FALCON algorithm. First, we propose an architecture that executes floating-point and complex number operations with theoretic speed and low area requirements. Then, we design a processing element that performs FFT with complex number operations. Finally, we propose an NTT architecture that reuses the resources used for FFT execution with high parallelism. The FPGA implementation results show that the FFT execution takes 2.048k CCs and 4.608k CCs for the 512-point and 1024-point FFT/IFFT, respectively. The NTT/INTT operation takes 288 CCs for FALCON-512 and 640 CCs for FALCON-1024. The speedup improves from 3× to 9.6× for FFT and up to 18× for NTT implementations compared to previous studies.","2025-05","2026-04-09 14:40:27","2026-05-03 09:54:21","2026-04-09 14:39:18","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2158-1525","<p>Export Date: 02 May 2026; Cited By: 4</p>; <p>Export Date: 02 May 2026; Cited By: 4; Correspondence Address: D.-T. Dam; University of Electro-Communications (UEC), Tokyo, Japan; email: ducthuan@vlsilab.ee.uec.ac.jp; CODEN: PICSD</p>","/Users/mac/Zotero/storage/YZWIWGSR/Dam et al. - 2025 - Compact FALCON FFTNTT Accelerator for Post-Quantum Cryptography.pdf","","Dilithium; Post quantum cryptography; Quantum cryptography; Digital signature algorithms; Hardware implementations; Post-Quantum Cryptography; Digital arithmetic; accelerator; Architecture; Compact architecture; Complex number; FALCON; Fast Fourier transforms; FFT; Floating point numbers; NTT; Number theory; Particle accelerators; Shortest vector problem; Signal processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Symposium on Circuits and Systems (ISCAS)","","","","","","","","","","","","","","",""
"IYRCI3ZM","conferencePaper","2025","Liao, Jun-Hao; Shieh, Ming-Der","Algorithm and Hardware Co-Design Exploration for NTRU Equation Solving","2025 32nd IEEE International Conference on Electronics, Circuits and Systems (ICECS)","","2995-0589","10.1109/ICECS66544.2025.11270592","https://ieeexplore.ieee.org/document/11270592/","With the rapid advancement of quantum computing technologies, traditional public-key algorithms face the threat of being broken. Falcon, now standardized for digital signatures in post-quantum cryptography, relies heavily on repeated FFT, NTT, RNS and CRT operations during its key-generation phase. Since each of these modules contributes similarly to the total computation, standalone optimization yields only marginal gains. This paper presents a dedicated hardware accelerator design that unifies arithmetic units at the microarchitectural level and explores efficient parallel structures to shorten the critical path and enhance throughput. We target the three core routines, Field Norm, Lift and Reduce, by tailoring dataflows and dynamic switching strategies to prime bit-width and algorithmic complexity. Additionally, we adopt a compact SRAM partitioning scheme to achieve conflict-free data arrangement and efficient coexistence of all intermediate values. Post-layout simulations of our design in a 40-nm process indicate a footprint of 1.987 mm2 at 333 MHz, achieving approximately a 6× speedup over a software reference and a 100× improvement compared to a high-level-synthesis based hardware prototype.","2025-11","2026-04-09 14:40:27","2026-05-03 09:37:39","2026-04-09 14:39:29","1-4","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2995-0589","<p>Export Date: 02 May 2026; Cited By: 0</p>; <p>Export Date: 02 May 2026; Cited By: 0; Correspondence Address: J.-H. Liao; National Cheng Kung University, Department of Electrical Engineering, Tainan, 701, Taiwan; email: n26114853@gs.ncku.edu.tw</p>","/Users/mac/Zotero/storage/KE68TAPF/Liao and Shieh - 2025 - Algorithm and Hardware Co-Design Exploration for NTRU Equation Solving.pdf","","Falcon; Quantum computers; Quantum Computing; Quantum cryptography; Integrated circuit design; Public key cryptography; PQC; Computational complexity; Hardware-software codesign; Fast Fourier transforms; FFT; NTT; Software prototyping; Equations solving; High level synthesis; Computing technology; Logic design; Security of data; Co-designs; CRT; Design Exploration; Keygen; KeyGen; Public key algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 32nd IEEE International Conference on Electronics, Circuits and Systems (ICECS)","","","","","","","","","","","","","","",""
"2G6S79P3","journalArticle","2022","Kim, Youngbeom; Song, Jingyo; Seo, Seog Chung","Accelerating Falcon on ARMv8","IEEE Access","","2169-3536","10.1109/ACCESS.2022.3169784","https://ieeexplore.ieee.org/document/9762260/","Falcon is one of the promising digital-signature algorithms in NIST’s ongoing Post-Quantum Cryptography (PQC) standardization finalist. Computational efficiency regarding software and hardware is also the main criteria for PQC standardization. In this paper, we present an efficient Falcon software implementation on ARMv8 environment. Until now, most of the software optimization on PQC algorithms have been conducted on 32-bit ARM (Cortex-M4) and typical CPUs (Intel and AMD CPUs). However, ARMv8 including Cortex-A30, 50, and 70 series have been widely used for various IoT (Internet of Things) applications, Edge computing devices, and OBUs (On Board Units) in autonomous driving cars. For optimizing the performance of Falcon, we take full advantage of NEON engine which is a kind of parallel processing unit in ARMv8 MCU. The main computation in Falcon belongs to polynomial multiplications in Complex number domain and Integer domain. Typically, FFT (Fast Fourier Transformation)-based multiplication method and NTT (Number Theoriteic Transform)-based multiplication method have been widely used for efficient polynomial multiplications in Complex number domain and Integer domain, respectively. Thus, in order to enhance the overall performance of Falcon, we improve the FFT-based multiplication method and NTT-based multiplication method by utilizing NEON engine in ARMv8. Specifically, we parallelize the overall process (FFT/NTT transformation, pointwise multiplication, and inverse FFT/NTT transformation) of FFT-based polynomial multiplication method and NTT-based polynomial multiplication method with strategically utilizing the NEON engine and vector instructions. Furthermore, we minimize the number of redundant memory accesses during FFT/NTT-based polynomial multiplication by making the most of available registers in NEON engine. Through the proposed parallel FFT/NTT-based polynomial multiplications, the proposed Falcon software provides 15.1% (resp. 18.1%), 16.5% (resp. 17.1%), and 65.4% (resp. 69.4%) of performance improvement in keypair generation, signing, and verification at security level 1 (resp. 5) compared with the reference Falcon implementation submitted to the final round of NIST PQC competition. Furthermore, as far as we know, this is the first optimized implementation of Falcon on ARMv8 environment.","2022","2026-04-09 14:40:27","2026-05-03 09:35:43","2026-04-09 14:39:33","44446-44460","","","10","","","","","","","","","","","","","","","IEEE Xplore","","","<p>Export Date: 02 May 2026; Cited By: 48</p>; <p>Export Date: 02 May 2026; Cited By: 48; Correspondence Address: S.C. Seo; Kookmin University, Department of Financial Information Security, Seoul, 02707, South Korea; email: scseo@kookmin.ac.kr</p>; <p>Export Date: 02 May 2026; Cited By: 48; Correspondence Address: S.C. Seo; Kookmin University, Department of Financial Information Security, Seoul, 02707, South Korea; email: scseo@kookmin.ac.kr</p>","/Users/mac/Zotero/storage/2ZCMDRI5/Kim et al. - 2022 - Accelerating Falcon on ARMv8.pdf","","Falcon; Post quantum cryptography; Standardization; Performance; Cryptography; Internet of Things; Internet of things; Fast Fourier transforms; Polynomials; Computational efficiency; ARM/NEON processor; ARMv8; Engines; Fast Fourier transformations; Inverse problems; memory optimization; Memory optimization; NIST post-quantum cryptography signature; NIST PQC signature; parallel implementation; Parallel implementations; Polynomial multiplication; Program processors; Transformation based","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
